activity_name,scene0,scene1,scene2,quality_checked,currently_assigned,alltime_assigned,upworker,mistakes,stats
sorting newspapers for recycling,Beechwood_0_int,office_large,Pomaria_0_int,1,0,1,Myra,0,
sorting potatoes,Ihlen_1_int,house_double_floor_lower,Benevolence_1_int,1,0,1,Myra,0,
sorting vegetables,restaurant_cafeteria,restaurant_asian,Wainscott_0_garden,1,0,1,Myra,0,
sorting volunteer materials,Benevolence_1_int,Ihlen_1_int,Wainscott_0_int,1,0,1,Myra,0,
spray stucco,Pomaria_0_garden,Wainscott_0_garden,house_single_floor,1,0,1,Tess,0,
spraying for bugs,Pomaria_0_garden,house_single_floor,Beechwood_0_garden,1,0,1,Myra,0,
spraying fruit trees,Beechwood_0_garden,Merom_0_garden,Rs_garden,1,0,1,Myra,0,
spring clean your skateboard,house_double_floor_lower,Ihlen_0_int,,1,0,1,Myra,0,
stacking wood,Beechwood_0_garden,house_double_floor_lower,Wainscott_0_garden,1,0,1,Myra,0,
staining wood furniture,house_double_floor_lower,Ihlen_0_int,,1,0,1,Myra,0,
stash snacks in your room,Wainscott_1_int,Beechwood_1_int,Ihlen_1_int,1,0,1,Myra,0,
stock a bar,restaurant_urban,restaurant_brunch,,1,0,1,Tess,0,
stock a bar cart,Wainscott_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Myra,0,
stock grocery shelves,grocery_store_asian,grocery_store_cafe,grocery_store_half_stocked,1,0,1,Myra,0,
store a fur coat,house_single_floor,,,1,0,1,Myra,0,
store a kayak,house_double_floor_lower,Ihlen_0_int,,1,0,1,Myra,0,
store a quilt,house_single_floor,,,1,0,1,Myra,0,
store an uncooked turkey,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Myra,0,
store baby clothes,Merom_0_int,Beechwood_1_int,house_single_floor,1,0,1,Myra,0,
store baking soda,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Myra,0,
store batteries,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Myra,0,
store beer,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Myra,0,
store bobby pins,house_single_floor,,,1,0,1,Myra,0,
store brownies,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Myra,0,
store christmas lights,house_double_floor_lower,Ihlen_0_int,,1,0,1,Myra,0,
store coffee beans or ground coffee,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Myra,0,
store daffodil bulbs,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Myra,0,
store dahlia bulbs,Merom_0_garden,,,1,0,1,Elizabeth,0,
store eggs,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Elizabeth,0,
store feta cheese,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Elizabeth,0,
store firewood,house_single_floor,,,1,0,1,Elizabeth,0,
store firewood outdoors,Pomaria_0_garden,house_double_floor_lower,house_single_floor,1,0,1,Elizabeth,0,
store honey,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
store loose leaf tea,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
store nuts,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
store produce,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Elizabeth,0,
store rugs,house_single_floor,,,1,0,1,Elizabeth,0,
store silver coins,Wainscott_1_int,Beechwood_0_garden,,1,0,1,Elizabeth,0,
store tulip bulbs,Merom_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Elizabeth,0,
store vintage linens,Beechwood_1_int,house_single_floor,,1,0,1,Elizabeth,0,
store vodka,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
store whole grains,Wainscott_0_int,Rs_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
store winter coats,Beechwood_1_int,house_single_floor,,1,0,1,Elizabeth,0,
stripping furniture,house_double_floor_lower,Ihlen_0_int,,1,0,1,Myra,0,
sweeping floors,Wainscott_1_int,restaurant_diner,restaurant_cafeteria,1,0,1,Myra,0,
sweeping garage,Ihlen_0_int,house_double_floor_lower,,1,0,1,Myra,0,
sweeping outside entrance,Rs_int,Benevolence_0_int,Rs_garden,1,0,1,Myra,0,
sweeping patio,Wainscott_0_garden,house_double_floor_lower,Pomaria_0_garden,1,0,1,Myra,0,
sweeping porch,Pomaria_0_garden,Rs_garden,Beechwood_0_garden,1,0,1,Myra,0,
sweeping steps,Ihlen_1_int,Merom_1_int,,1,0,1,Myra,0,
taking clothes off of the drying rack,Beechwood_0_int,Benevolence_1_int,house_double_floor_lower,1,0,1,Tess,0,
taking clothes off the line,Beechwood_0_garden,Wainscott_0_garden,Rs_garden,1,0,1,Tess,0,
taking clothes out of the dryer,Beechwood_0_int,Merom_0_int,Pomaria_1_int,1,0,1,Myra,0,
taking clothes out of washer,Beechwood_0_int,Merom_0_int,Pomaria_1_int,1,0,1,Myra,0,
taking down curtains,house_double_floor_upper,,,1,0,1,Myra,0,
taking fish out of freezer,grocery_store_asian,grocery_store_convenience,,1,0,1,Myra,0,
taking trash outside,Beechwood_0_garden,Merom_0_garden,Rs_garden,1,0,1,Myra,0,
thaw frozen fish,restaurant_asian,restaurant_hotel,restaurant_urban,1,0,1,Myra,0,
throwing out used napkins,restaurant_asian,restaurant_hotel,restaurant_urban,1,0,1,Adriel,0,
tidy your garden,Beechwood_0_garden,house_single_floor,house_double_floor_lower,1,0,1,Adriel,0,
tidying bathroom,school_chemistry,office_cubicles_left,Pomaria_0_garden,1,0,1,Myra,0,
tidying bedroom,house_double_floor_upper,Ihlen_1_int,Pomaria_0_int,1,0,1,Adriel,0,
tidying living room,house_single_floor,Ihlen_0_int,Merom_0_int,1,0,1,Adriel,0,
tidying up wardrobe,house_single_floor,,,1,0,1,Adriel,0,
toast buns,Beechwood_0_int,Benevolence_1_int,house_double_floor_lower,1,0,1,Adriel,0,
toast coconut,house_single_floor,Wainscott_0_garden,,1,0,1,Adriel,0,
toast sunflower seeds,Beechwood_0_int,Benevolence_1_int,house_double_floor_lower,1,0,1,Adriel,0,
treating clothes,Beechwood_0_int,Merom_0_int,Pomaria_1_int,1,0,1,Adriel,0,
treating spot,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
treating stains,Merom_0_garden,Benevolence_2_int,Beechwood_0_garden,1,0,1,Adriel,0,
turn off a normal school calculator,house_double_floor_lower,Beechwood_0_int,Beechwood_1_int,1,0,1,Adriel,0,
turning off the hot tub,hotel_gym_spa,,,1,0,1,Adriel,0,
turning on radio,house_double_floor_lower,Beechwood_0_int,Beechwood_1_int,1,0,1,Adriel,0,
turning on the hot tub,hotel_gym_spa,,,1,0,1,Adriel,0,
turning out all lights before sleep,restaurant_hotel,restaurant_urban,house_single_floor,1,0,1,Adriel,0,
turning sprinkler off,school_computer_lab_and_infirmary,school_chemistry,school_biology,1,0,1,Adriel,0,
turning sprinkler on,school_computer_lab_and_infirmary,school_chemistry,school_biology,1,0,1,Adriel,0,
unhook a fish,Beechwood_0_int,Pomaria_1_int,restaurant_asian,1,0,1,Adriel,0,
unloading groceries,Beechwood_0_int,Benevolence_1_int,house_double_floor_lower,1,0,1,Adriel,0,
unloading shopping from car,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Myra,0,
unloading shopping items,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Myra,0,
unloading the car,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Malik,0,
unpacking car for trip,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Myra,0,
unpacking child's bag,Beechwood_1_int,Benevolence_2_int,house_single_floor,1,0,1,Myra,0,
unpacking hobby equipment,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Kristin,0,
unpacking moving van,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Malik,0,
unpacking recreational vehicle for trip,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Myra,0,
vacuuming vehicles,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Malik,0,
warm tortillas,house_double_floor_lower,Wainscott_0_int,restaurant_cafeteria,1,0,1,Kristin,0,
wash a backpack,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash a baseball cap,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash a bra,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash a leotard,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash a motorcycle,Pomaria_0_garden,Rs_garden,Wainscott_0_garden,1,0,1,Kristin,0,
wash a wool coat,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash an infant car seat,Ihlen_0_int,house_double_floor_lower,,1,0,1,Kristin,0,
wash baby bottles,Beechwood_0_garden,Benevolence_1_int,Ihlen_1_int,1,0,1,Kristin,0,
wash delicates in the laundry,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash dog toys,Wainscott_1_int,Pomaria_1_int,house_single_floor,1,0,1,Kristin,0,
wash duvets,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash fruit and vegetables,Beechwood_0_garden,Benevolence_1_int,Ihlen_1_int,1,0,1,Kristin,0,
wash goalkeeper gloves,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash grapes,Beechwood_0_garden,Benevolence_1_int,Ihlen_1_int,1,0,1,Kristin,0,
wash jeans,house_single_floor,Beechwood_0_garden,Merom_0_int,1,0,1,Kristin,0,
wash lettuce,Beechwood_0_garden,Benevolence_1_int,Ihlen_1_int,1,0,1,Kristin,0,
wash towels,house_double_floor_lower,school_gym,Wainscott_0_int,1,0,1,Malik,0,
wash your bike,Pomaria_0_garden,Rs_garden,Wainscott_0_garden,1,0,1,Kristin,0,
wash your rings,Wainscott_0_int,house_single_floor,Merom_0_int,1,0,1,Kristin,0,
washing bowls,house_single_floor,restaurant_asian,restaurant_brunch,1,0,1,Malik,0,
washing curtains,Beechwood_0_garden,Merom_0_int,house_single_floor,1,0,1,Malik,0,
washing fabrics,Pomaria_1_int,Ihlen_0_int,Benevolence_2_int,1,0,1,Malik,0,
washing outside walls,Merom_0_garden,Pomaria_0_garden,Beechwood_0_garden,1,0,1,Malik,0,
washing outside windows,Rs_garden,Wainscott_0_garden,Beechwood_0_garden,1,0,1,Malik,0,
washing plates,grocery_store_cafe,house_single_floor,restaurant_asian,1,0,1,Malik,0,
washing utensils,Rs_int,restaurant_hotel,Pomaria_1_int,1,0,1,Malik,0,
washing vegetables,restaurant_asian,restaurant_brunch,Rs_garden,1,0,1,Malik,0,
washing walls,Merom_0_garden,Pomaria_0_garden,,1,0,1,Malik,0,
washing windows,Beechwood_0_garden,Beechwood_0_int,grocery_store_convenience,1,0,1,Malik,0,
water your lawn efficiently,Pomaria_0_garden,Merom_0_garden,Rs_garden,1,0,1,Malik,0,
watering indoor flowers,house_double_floor_lower,,,1,0,1,Malik,0,
watering outdoor flowers,Pomaria_0_garden,Wainscott_0_garden,,1,0,1,Malik,0,
watering outdoor plants,Wainscott_0_garden,Merom_0_garden,house_single_floor,1,0,1,Malik,0,
waxing floors,Wainscott_0_garden,restaurant_asian,restaurant_brunch,1,0,1,Malik,0,
wrap silverware,restaurant_cafeteria,restaurant_hotel,restaurant_urban,1,0,1,Malik,0,
