substance,synset,prune,hyperparam_source,hyperparams
jimmies,jimmies.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 814.0}"
kidney_bean,kidney_bean.n.02,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 748.0}"
lacquer,lacquer.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
lamb_stew,lamb_stew.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1040.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.6, 0.3, 0.1], ""diffuse_reflection_color"": [0.6, 0.3, 0.1], ""specular_transmission_scattering_color"": [0.6, 0.3, 0.1]}}"
lemon_juice,lemon_juice.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1040.0, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 1.0, 0.68]}}"
lemon_pepper_seasoning,lemon-pepper_seasoning.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 406.0}"
lemon_stain_remover,lemon_stain_remover.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {}}"
lemon_water,lemon_water.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 0.99, 0.64]}}"
lemonade,lemonade.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.98, 1.0, 0.56], ""specular_transmission_scattering_color"": [0.85, 0.67, 0.11]}}"
lentil,lentil.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 800.0}"
lima_bean,lima_bean.n.03,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
lime_juice,lime_juice.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 1.0, 0.68]}}"
limeade,limeade.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.99, 0.99, 0.85], ""specular_transmission_scattering_color"": [0.57, 0.83, 0.0]}}"
linseed_oil,linseed_oil.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 902.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 0.99, 0.64], ""specular_reflection_ior_preset"": 18}}"
lint,lint.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
liqueur,liqueur.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1100.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.6, 0.2, 0], ""diffuse_reflection_color"": [0.6, 0.2, 0], ""specular_transmission_scattering_color"": [0.6, 0.2, 0]}}"
liquid_soap,liquid_soap.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1055.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.0, 0.91, 1.0], ""specular_transmission_scattering_color"": [0.08, 0.0, 0.83]}}"
lotion,lotion.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 970.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 1.0, 1.0], ""enable_diffuse_transmission"": false}}"
low_fat_milk,low-fat_milk.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1036.0, ""is_viscous"": false, ""material_mtl_name"": ""SkimMilk"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
lubricant,lubricant.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 825.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
macaroni,macaroni.n.02,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1500.0}"
mace,mace.n.03,1,gpt,"{""type"": ""granular"", ""particle_density"": 800.0}"
magnesium_sulfate,magnesium_sulfate.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 2670.0}"
maple_syrup,maple_syrup.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1370.0, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {}}"
margarine,margarine.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 959.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.94, 0.6], ""enable_diffuse_transmission"": false}}"
margarita,margarita.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 1, 0.8], ""diffuse_reflection_color"": [0.8, 1, 0.8], ""specular_transmission_scattering_color"": [0.8, 1, 0.8]}}"
marinade,marinade.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.27, 0.13, 0.01], ""enable_diffuse_transmission"": false}}"
marinara,marinara.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1054.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.54, 0.0, 0.0], ""diffuse_reflection_color"": [0.54, 0.0, 0.0]}}"
marjoram,marjoram.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 115.0}"
martini,martini.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1014.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
mashed_potato,mashed_potato.n.02,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.025, ""particle_density"": 888.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.94, 0.88, 0.6], ""diffuse_reflection_color"": [0.94, 0.88, 0.6]}}"
mayonnaise,mayonnaise.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 910.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.9, 0.81], ""enable_diffuse_transmission"": false}}"
melted__bleu,melted__bleu.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""SkimMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [0, 0, 1], ""diffuse_reflection_color"": [0, 0, 1], ""specular_transmission_scattering_color"": [0, 0, 1]}}"
melted__butter,melted__butter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1014.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.88, 0.84, 0.82], ""enable_diffuse_transmission"": false}}"
melted__cane_sugar,melted__cane_sugar.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 1570.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.55, 0.27, 0.07], ""diffuse_reflection_color"": [0.55, 0.27, 0.07], ""specular_transmission_scattering_color"": [0.55, 0.27, 0.07]}}"
melted__cheddar,melted__cheddar.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 980.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""SkimMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.647, 0], ""diffuse_reflection_color"": [1, 0.647, 0], ""specular_transmission_scattering_color"": [1, 0.647, 0]}}"
melted__chocolate,melted__chocolate.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 1060.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.35, 0.2, 0.1], ""diffuse_reflection_color"": [0.35, 0.2, 0.1], ""specular_transmission_scattering_color"": [0.35, 0.2, 0.1]}}"
melted__feta,melted__feta.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 1010.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""SkimMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 0.93, 0.8], ""diffuse_reflection_color"": [0.98, 0.93, 0.8], ""specular_transmission_scattering_color"": [0.98, 0.93, 0.8]}}"
melted__granulated_sugar,melted__granulated_sugar.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 1580.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.65, 0.33, 0.16], ""diffuse_reflection_color"": [0.65, 0.33, 0.16], ""specular_transmission_scattering_color"": [0.65, 0.33, 0.16]}}"
melted__grated_cheese,melted__grated_cheese.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1031.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.88, 0.84, 0.82], ""enable_diffuse_transmission"": false}}"
melted__mozzarella,melted__mozzarella.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 800.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.98, 0.8], ""diffuse_reflection_color"": [1, 0.98, 0.8], ""specular_transmission_scattering_color"": [1, 0.98, 0.8]}}"
melted__parmesan,melted__parmesan.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 1040.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 0.92, 0.84], ""diffuse_reflection_color"": [0.98, 0.92, 0.84], ""specular_transmission_scattering_color"": [0.98, 0.92, 0.84]}}"
melted__swiss_cheese,melted__swiss_cheese.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 980.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.843, 0.576], ""diffuse_reflection_color"": [1, 0.843, 0.576], ""specular_transmission_scattering_color"": [1, 0.843, 0.576]}}"
melted__white_chocolate,melted__white_chocolate.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 947.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.88, 0.84, 0.82], ""enable_diffuse_transmission"": false}}"
meringue,meringue.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 608.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""Bubble"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 1, 0.9], ""diffuse_reflection_color"": [1, 1, 0.9], ""specular_transmission_scattering_color"": [1, 1, 0.9]}}"
mildew,mildew.n.02,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
milkshake,milkshake.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1200.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.84, 0.74, 0.64], ""enable_diffuse_transmission"": false}}"
miso,miso.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1100.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.545, 0.271, 0.075], ""diffuse_reflection_color"": [0.545, 0.271, 0.075], ""specular_transmission_scattering_color"": [0.545, 0.271, 0.075]}}"
mojito,mojito.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.5, 1, 0.5], ""diffuse_reflection_color"": [0.5, 1, 0.5], ""specular_transmission_scattering_color"": [0.5, 1, 0.5]}}"
molasses,molasses.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1500.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.35, 0.27, 0.13], ""diffuse_reflection_color"": [0.35, 0.27, 0.13], ""specular_transmission_scattering_color"": [0.35, 0.27, 0.13]}}"
mold,mold.n.05,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
moss,moss.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
mud,mud.n.03,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
muffin_batter,muffin_batter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
mulch,mulch.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 380.0}"
mushroom_sauce,mushroom_sauce.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1010.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.65, 0.5, 0.4], ""diffuse_reflection_color"": [0.65, 0.5, 0.4], ""specular_transmission_scattering_color"": [0.65, 0.5, 0.4]}}"
mustard,mustard.n.02,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1014.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.83, 0.0], ""enable_diffuse_transmission"": false}}"
mustard_seasoning,mustard_seasoning.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 676.0}"
mustard_seed,mustard_seed.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 430.0}"
nail_polish,nail_polish.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
nectar,nectar.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1300.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.84, 0], ""diffuse_reflection_color"": [1, 0.84, 0], ""specular_transmission_scattering_color"": [1, 0.84, 0]}}"
nitrogen,nitrogen.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1.25, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""Bubble"", ""customize_material_kwargs"": {""specular_transmission_color"": [0, 0, 1], ""diffuse_reflection_color"": [0, 0, 1], ""specular_transmission_scattering_color"": [0, 0, 1]}}"
noodle,noodle.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 161.0}"
nut_butter,nut_butter.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1300.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.71, 0.52, 0.25], ""diffuse_reflection_color"": [0.71, 0.52, 0.25], ""specular_transmission_scattering_color"": [0.71, 0.52, 0.25]}}"
nutmeg,nutmeg.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 473.0}"
oat,oat.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 338.0}"
oatmeal,oatmeal.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1010.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.67, 0.66, 0.59], ""enable_diffuse_transmission"": false}}"
old_fashioned,old_fashioned.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1060.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.545, 0.271, 0.075], ""diffuse_reflection_color"": [0.545, 0.271, 0.075], ""specular_transmission_scattering_color"": [0.545, 0.271, 0.075]}}"
olive_oil,olive_oil.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 916.0, ""is_viscous"": true, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.66, 0.8, 0.25], ""specular_reflection_ior_preset"": 18}}"
onion_powder,onion_powder.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 467.0}"
onion_ring_batter,onion_ring_batter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
orange_juice,orange_juice.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1050.0, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
orange_zest,orange_zest.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1500.0}"
orzo,orzo.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 710.0}"
pancake_batter,pancake_batter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
papaya_juice,papaya_juice.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.4, 0], ""diffuse_reflection_color"": [1, 0.4, 0], ""specular_transmission_scattering_color"": [1, 0.4, 0]}}"
paprika,paprika.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 460.0}"
parmesan,parmesan.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 628.0}"
patina,patina.n.01,1,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
pea,pea.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 676.0}"
peanut,peanut.n.04,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 641.0}"
peanut_butter,peanut_butter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1091.0, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {}}"
peanut_oil,peanut_oil.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 920.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.7, 0.1], ""diffuse_reflection_color"": [0.8, 0.7, 0.1], ""specular_transmission_scattering_color"": [0.8, 0.7, 0.1]}}"
peat,peat.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 150.0}"
pecan,pecan.n.03,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 481.0}"
pellet_food,pellet_food.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 750.0}"
penne,penne.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 402.0}"
perfume,perfume.n.02,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 900.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [0.0, 0.97, 0.96]}}"
perspiration,perspiration.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 1, 1], ""diffuse_reflection_color"": [1, 1, 1], ""specular_transmission_scattering_color"": [1, 1, 1]}}"
pesticide,pesticide.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
pesto,pesto.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1014.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.17, 0.27, 0.05], ""diffuse_reflection_color"": [0.17, 0.27, 0.05]}}"
petite_marmite,petite_marmite.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.4, 0.2, 0.1], ""diffuse_reflection_color"": [0.4, 0.2, 0.1], ""specular_transmission_scattering_color"": [0.4, 0.2, 0.1]}}"
pill,pill.n.02,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1000.0}"
pine_nut,pine_nut.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 560.0}"
pineapple_juice,pineapple_juice.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1057.0, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.95, 0.8, 0.36], ""specular_transmission_color"": [0.9, 0.81, 0.39], ""specular_transmission_scattering_color"": [0.89, 0.78, 0.2], ""enable_diffuse_transmission"": false}}"
pistachio,pistachio.n.02,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 640.0}"
polish,polish.n.03,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
pollen,pollen.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
pop,pop.n.02,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1050.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""Bubble"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0, 0], ""diffuse_reflection_color"": [1, 0, 0], ""specular_transmission_scattering_color"": [1, 0, 0]}}"
popcorn,popcorn.n.02,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 46.5}"
poppy_seed,poppy_seed.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 550.0}"
poultry_seasoning,poultry_seasoning.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 550.0}"
pumpkin_pie_spice,pumpkin_pie_spice.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 379.0}"
pumpkin_seed,pumpkin_seed.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 755.0}"
puree,puree.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1300.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.4, 0.2], ""diffuse_reflection_color"": [0.8, 0.4, 0.2], ""specular_transmission_scattering_color"": [0.8, 0.4, 0.2]}}"
quinoa,quinoa.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 1058.0}"
raisin,raisin.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1400.0}"
ravioli,ravioli.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
red_meat_sauce,red_meat_sauce.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.17, 0.05, 0.01], ""enable_diffuse_transmission"": false}}"
red_wine,red_wine.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 990.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.42, 0.04, 0.19], ""specular_transmission_scattering_color"": [0.31, 0.0, 0.04]}}"
refried_beans,refried_beans.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1023.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.49, 0.36, 0.31], ""enable_diffuse_transmission"": false}}"
ricotta,ricotta.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1040.0}"
